/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4561.jpg,829,566,908,652,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4553.jpg,582,593,667,675,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4556.jpg,1199,224,1285,296,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/363.jpg,857,448,942,530,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/706.jpg,505,84,582,170,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4008.jpg,1169,839,1216,914,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2209.jpg,547,139,633,219,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3651.jpg,1248,622,1298,698,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1630.jpg,1245,601,1303,682,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2133.jpg,866,246,940,332,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4662.jpg,1129,718,1203,764,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/148.jpg,848,769,894,843,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2894.jpg,1084,246,1167,330,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1479.jpg,846,113,930,196,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3310.jpg,1001,376,1077,426,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2936.jpg,574,416,648,462,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1235.jpg,816,382,900,466,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3587.jpg,524,545,607,629,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3171.jpg,945,895,1022,946,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3993.jpg,882,833,960,919,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3756.jpg,688,123,774,195,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2770.jpg,1352,146,1431,200,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4797.jpg,981,310,1065,377,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/931.jpg,583,856,656,942,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1855.jpg,1325,341,1392,425,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4370.jpg,1272,494,1358,573,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3838.jpg,844,643,929,725,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1425.jpg,1327,407,1393,491,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2500.jpg,1153,325,1225,411,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2538.jpg,889,456,968,542,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2696.jpg,1381,165,1449,250,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/374.jpg,836,432,902,516,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4478.jpg,1360,76,1442,161,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1402.jpg,1265,812,1350,880,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1696.jpg,871,123,957,202,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1563.jpg,969,547,1052,631,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3430.jpg,970,734,1053,798,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1977.jpg,918,212,997,298,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1627.jpg,662,108,737,155,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4148.jpg,1232,679,1308,729,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1107.jpg,1210,76,1294,141,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3331.jpg,791,476,869,529,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4558.jpg,1083,560,1169,638,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2442.jpg,818,556,865,631,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1366.jpg,1020,67,1081,149,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/268.jpg,710,161,764,240,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3536.jpg,881,298,953,384,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/310.jpg,768,305,828,387,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3013.jpg,500,784,581,870,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2503.jpg,1427,350,1513,428,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2367.jpg,510,331,593,415,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1426.jpg,588,602,665,653,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1257.jpg,551,110,598,185,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4309.jpg,1265,468,1341,518,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2847.jpg,757,793,836,879,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4841.jpg,832,551,918,624,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/720.jpg,513,841,599,916,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/230.jpg,1117,621,1173,701,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1179.jpg,1276,308,1339,391,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1966.jpg,1217,392,1303,472,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4674.jpg,998,51,1081,115,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1826.jpg,1098,586,1177,640,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3721.jpg,1152,41,1232,97,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1042.jpg,627,512,712,594,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2676.jpg,1337,849,1418,935,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4299.jpg,1103,510,1177,596,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3450.jpg,1404,866,1478,952,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2107.jpg,855,485,920,569,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4102.jpg,727,593,802,679,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2211.jpg,543,724,622,778,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4049.jpg,577,845,663,924,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4778.jpg,1330,728,1408,780,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1757.jpg,1312,570,1369,650,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3916.jpg,710,751,768,832,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3156.jpg,500,256,586,334,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/899.jpg,972,336,1026,415,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3381.jpg,981,446,1056,493,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3482.jpg,1162,342,1234,428,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3713.jpg,637,830,708,915,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1556.jpg,1261,379,1326,463,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2124.jpg,1214,440,1291,526,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4312.jpg,970,662,1048,714,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/4663.jpg,705,415,790,483,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2542.jpg,1041,897,1088,972,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1788.jpg,1138,760,1220,845,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3251.jpg,952,795,1037,864,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/541.jpg,1237,122,1315,208,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2358.jpg,872,717,955,781,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/583.jpg,713,320,775,403,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2962.jpg,719,666,803,733,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/3374.jpg,1432,92,1488,172,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1912.jpg,1238,181,1323,263,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2280.jpg,563,853,646,915,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/2262.jpg,673,270,751,322,vehicle
/tank/prj_dang/iboeit00/Datasets/data/dataset_1/1586.jpg,892,54,966,100,vehicle
